customer_id,age,workclass,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,Response
5990,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,594,0,40,No
3908,57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,Yes
9196,46,State-gov,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Female,0,0,20,No
12353,54,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,Yes
8841,31,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1977,40,Yes
2648,42,Private,Bachelors,13,Divorced,Other-service,Unmarried,Male,0,0,60,No
4645,21,Self-emp-inc,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,60,No
4444,47,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,1876,48,No
1383,30,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,45,No
11207,56,Private,11th,7,Divorced,Sales,Not-in-family,Male,0,0,50,No
673,25,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Unmarried,Female,0,1590,40,No
14434,43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
12447,90,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,1944,12,No
11530,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,No
14190,25,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,No
12883,24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,No
14736,48,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,7688,0,40,Yes
3331,58,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,70,No
231,18,Private,12th,8,Never-married,Priv-house-serv,Own-child,Male,0,0,40,No
4024,56,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,7298,0,45,Yes
5559,41,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,No
2974,18,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,15,No
13630,26,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,No
8265,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,48,No
512,66,Private,10th,6,Widowed,Other-service,Unmarried,Female,0,0,38,No
5875,45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,Yes
4498,58,State-gov,Bachelors,13,Widowed,Tech-support,Unmarried,Female,0,0,40,Yes
10155,43,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,No
15203,56,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,50,Yes
8474,45,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,Female,0,0,38,No
4601,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1887,40,Yes
13140,42,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,Male,0,2231,50,Yes
11629,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,32,No
3613,34,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
11671,33,Private,12th,8,Divorced,Machine-op-inspct,Own-child,Male,0,0,40,No
13708,21,State-gov,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,11,No
3293,28,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,30,No
3727,77,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,No
5821,28,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,50,No
2988,46,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,7298,0,40,Yes
12652,55,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,40,No
5074,27,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,No
4302,65,Private,Masters,14,Married-civ-spouse,Adm-clerical,Other-relative,Female,0,0,40,Yes
6179,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,25,No
9916,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,45,Yes
649,51,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,Female,0,0,40,No
16232,34,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Female,0,0,40,Yes
11229,48,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,No
7487,45,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,No
1290,30,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
7839,28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,Yes
11321,20,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,No
4096,62,Local-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
3468,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,66,Yes
8023,50,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,60,Yes
15122,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,Yes
4019,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,No
2744,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,No
15140,46,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,No
11151,33,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,24,No
9625,43,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,40,Yes
200,27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Yes
301,39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
14477,56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,48,Yes
10706,24,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,No
755,25,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,2444,40,Yes
9824,46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
187,54,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,45,No
12622,42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,Yes
9137,37,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Male,0,1741,70,No
3225,44,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,No
1656,30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,Yes
11701,58,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,No
13250,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,44,Yes
9327,39,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Male,0,0,40,No
7230,36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,45,No
339,36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,80,No
9299,48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,Yes
13067,73,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,No
8830,35,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,55,No
12744,23,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,25,No
15346,19,Private,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Female,0,0,35,No
3620,48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,No
6413,34,State-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
3356,46,Private,Some-college,10,Divorced,Other-service,Own-child,Female,0,0,35,No
6663,24,Private,Bachelors,13,Never-married,Sales,Own-child,Male,0,0,4,No
15374,34,Federal-gov,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Female,1831,0,40,No
14159,42,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,3325,0,40,No
3846,55,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Female,0,0,40,No
4414,44,State-gov,Bachelors,13,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,No
5084,56,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,Yes
12553,59,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
14842,53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,2415,50,Yes
13706,59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,20,Yes
10856,30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,45,No
4308,64,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,40,No
14858,33,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,43,No
12420,50,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,30,No
4185,41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
15484,18,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,5,No
13286,36,Private,10th,6,Separated,Handlers-cleaners,Unmarried,Female,0,0,40,No
14609,30,Private,Some-college,10,Never-married,Tech-support,Other-relative,Male,0,0,40,No
11350,19,Private,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,30,No
7216,42,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,Male,0,0,55,No
2275,38,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
4953,32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,Yes
9139,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,50,Yes
2303,32,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,2057,70,No
16184,45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,15,No
4081,30,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Unmarried,Male,0,0,50,No
4925,22,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,No
9335,55,Federal-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,Yes
5437,42,Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,Male,7688,0,35,Yes
10553,47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,No
11287,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,No
865,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,35,No
11873,30,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,No
2852,40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,Yes
12623,55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,2415,50,Yes
11889,37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Male,0,1564,50,Yes
8949,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,70,No
14590,45,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,40,Yes
8781,48,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
572,41,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,Female,0,0,30,No
3763,31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1848,50,Yes
7951,38,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
3398,36,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,1590,40,No
8203,29,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,No
6675,43,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,No
1282,36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,40,Yes
13316,36,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,No
8007,37,Federal-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,Yes
6816,47,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,2258,20,No
6256,40,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,Male,0,0,30,No
14406,43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,70,Yes
4523,43,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,No
12507,27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,No
10694,54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,Yes
7468,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
15043,52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,No
10398,69,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,20051,0,15,Yes
7473,44,State-gov,Assoc-voc,11,Separated,Protective-serv,Unmarried,Male,0,0,40,No
7956,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,42,Yes
10069,39,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,41,No
15561,35,Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,7298,0,40,Yes
3588,44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
4879,53,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,Female,0,0,40,No
10473,38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,No
16234,29,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,2057,40,No
13264,28,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,72,No
8611,42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
15022,38,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,40,Yes
14627,61,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,30,Yes
3648,76,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,20,No
12729,38,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,Yes
4376,18,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,Male,0,0,24,No
8862,44,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,Yes
5618,69,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,6514,0,45,Yes
9902,58,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,No
15200,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,No
4726,42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,No
765,22,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,Female,0,0,28,No
10381,53,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,Yes
5370,48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,2407,0,40,No
780,64,Private,Preschool,1,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,No
584,33,Private,Some-college,10,Never-married,Other-service,Unmarried,Female,0,0,40,No
6601,34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
6428,72,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Wife,Female,0,0,10,No
6690,53,Private,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,Female,0,0,50,No
15291,21,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,37,No
4132,29,Private,12th,8,Married-civ-spouse,Sales,Own-child,Male,0,0,35,No
7791,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,50,Yes
3737,30,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,No
12485,35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,No
10908,47,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,45,Yes
11666,43,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
12424,39,Private,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,1977,55,Yes
14919,55,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,0,1887,70,Yes
2847,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,No
14023,33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,60,No
3462,54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,No
6311,31,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,No
4861,26,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,38,No
9074,17,Private,10th,6,Never-married,Other-service,Own-child,Male,0,0,30,No
1035,77,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,No
6908,45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,No
9537,29,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,No
1900,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Male,0,0,40,No
13542,38,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Yes
7842,47,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Not-in-family,Female,0,0,40,No
7954,41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,Yes
1090,34,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,Yes
910,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
1105,27,Private,10th,6,Never-married,Other-service,Own-child,Female,0,0,38,No
7860,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,No
11982,17,Private,10th,6,Never-married,Other-service,Own-child,Male,0,0,40,No
10295,40,Private,10th,6,Never-married,Transport-moving,Not-in-family,Male,0,0,40,No
12169,45,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,No
11689,36,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,No
390,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,55,Yes
1901,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Female,99999,0,40,Yes
7376,35,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,60,No
8664,66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,Yes
48,54,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,3908,0,50,No
8293,34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,No
9452,33,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Male,7298,0,60,Yes
9478,58,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,42,Yes
16207,37,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,No
15187,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,30,No
350,31,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Male,0,0,40,No
8359,35,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,No
15532,22,Private,Some-college,10,Never-married,Transport-moving,Unmarried,Male,0,0,15,No
13363,27,Private,Some-college,10,Never-married,Sales,Other-relative,Male,0,0,40,No
1605,39,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,No
14475,48,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Male,0,0,40,No
9541,51,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,Yes
9225,47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,7688,0,42,Yes
4039,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,No
3549,42,Private,Some-college,10,Divorced,Craft-repair,Own-child,Male,0,0,30,No
7933,61,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
5932,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,36,No
13503,34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Male,0,0,40,No
15957,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
1094,33,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,No
6950,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,Yes
5145,47,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,No
9526,52,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
412,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,Yes
137,36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,60,Yes
7392,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,49,Yes
3676,24,Private,9th,5,Married-spouse-absent,Sales,Not-in-family,Female,0,0,35,No
15267,24,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,No
15155,41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,Yes
15856,47,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,48,Yes
12642,17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,14,No
10074,54,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
9189,61,Private,HS-grad,9,Divorced,Other-service,Other-relative,Female,0,0,99,No
13282,27,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,No
12822,50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,Yes
11659,30,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,55,No
4580,40,State-gov,Bachelors,13,Divorced,Adm-clerical,Other-relative,Female,0,0,32,No
13561,55,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,46,Yes
7326,44,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,40,No
13106,68,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,No
8434,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,Yes
12633,56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
16195,32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Yes
2005,65,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,16,Yes
2451,33,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
7188,47,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,65,Yes
4135,50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
7329,51,Private,1st-4th,2,Widowed,Craft-repair,Not-in-family,Male,0,0,40,No
5119,47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,Yes
9729,33,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,38,No
10835,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,84,No
9052,38,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,48,No
12512,42,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,0,0,50,No
10008,46,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
13778,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,12,No
16016,30,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,50,No
9075,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1485,50,Yes
10973,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,No
15106,31,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,70,Yes
7034,28,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,Female,0,0,38,No
7131,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
492,27,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,28,No
1357,21,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,15,No
365,55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,Yes
5493,28,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
12853,41,Federal-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,No
9340,44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,40,Yes
8816,50,Private,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,50,Yes
9666,18,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,No
13965,29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,Yes
14984,49,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,Female,0,0,20,No
1985,32,Self-emp-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
10879,44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
4016,52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,48,Yes
955,35,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,56,No
14777,61,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,No
2894,24,Private,12th,8,Never-married,Farming-fishing,Own-child,Male,0,0,30,No
4866,22,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,10,No
6657,18,Private,11th,7,Never-married,Adm-clerical,Own-child,Female,0,0,20,No
4589,63,Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,20,No
